"id_pelicula";"puntuacion";"porcentaje";"direccion";"guion";"argumento";"genero";"duracion";"titulo"
"tt10313944";5.5;55;"Rishav Ghosh";"Rishav Ghosh";"A hoichoi original short about a lonely young woman facing harassment and bullying. Will an invisible friend help her? Watch the new Bengali movie on hoichoi.";"Drama, Romance";31;"Synthetic Sati"
"tt10314074";0.0;0;"Chris Paraskevas";"Chris Paraskevas";"Actor loves Actress. Actress has boyfriend. Filmmaker is jealous.";"Drama, Fantasia";10;"Valencia"
"tt10314450";6.0;60;"Jonathan Milott";"Ruckus Skye, Lane Skye, Nick Morris";"Un fin de semana en la casa del lago se convierte en la pesadilla de una adolescente y su padre cuando un grupo de presidiarios irrumpe en sus vidas.";"Accion, Crimen, Drama";93;"Becky"
"tt10314678";0.0;0;"Kailani D'Amour";"Kailani D'Amour";"A young housewife's desperate search for her son uncovers a deeper issue within.";"Drama, Misterio";0;"Memories"
"tt10315034";8.8;88;"Dennis Cahlo";"Dennis Cahlo, Bethany Watson";"Celeste, a lonely outcast, searches for love and understanding online and meets a charming man who has a much different date night in mind.";"Suspense";16;"Lonely Hearts"
"tt10316392";0.0;0;"Anna Remus";"Anna Remus, Audrey Seybold";"A film about personal transformation and not limiting oneself.";"Fantasia";0;"Frames"
"tt10317920";0.0;0;"Elvert Banares";"Elvert Banares";"Mommy and her youngest son, Toto, are reminded by Daddy to visit their dead eldest son, Tata, at the cemetery during All Soul's Day (a day wherein Filipinos visit their dead loved ones).";"Terror";1;"Tata"
"tt10318564";0.0;0;"Sarah Logan";"Sarah Logan";"";"Fantasia";6;"Anamnesis of the Divine"
"tt10318568";7.0;70;"Luis Fernando Del Angel";"Luis Fernando Del Angel";"The case of Uncle Aurelio was very famous to his brutality, the police had found videos several strange things ... things that have no explanation, in this short film we will show you those videos.";"Fantasia, Terror";0;"Tobias: Los videos perdidos"
"tt10318582";0.0;0;"Sarah Logan";"Sarah Logan";"";"Fantasia";9;"Stripping with Confetti"
"tt10318670";3.9;39;"Daniel Angeles";"Daniel Angeles, Luis Fernando Del Angel";"A group of friends decides to camp out of town without imagining that something dark is watching them.";"Fantasia, Terror";0;"El Charro"
"tt10318762";0.0;0;"Jefferson Mendes";"Jefferson Mendes";"A strange man meets a seemingly ordinary child.";"Terror";11;"Boo.mp4"
"tt10319486";3.8;38;"Balazs Loth";"Akos Inotay, Mark Kis-Szabo, Balazs Loth";"After their friend dies in an accident, Marcell, the rich but burnt-out architect and the rest of his loser childhood buddies decide to team up for the last time to fulfill their friend's last wish by smuggling his crappy painting into the most prestigious art auction of Budapest.";"Accion, Comedia";104;"Pesti balhe"
"tt10321862";0.0;0;"Tyler Noose";"Paul Meme";"After Todd Johnson's daughter had been reportedly killed, he finds out information that persuades him to travel to Russia and kill Putin.";"Accion, Comedia";10;"Operation Generic: Reloaded"
"tt10322172";4.2;42;"Cyril Morin";"Cyril Morin";"Loise Soyan y se embarcan en un peligroso pero intenso romance, la reproduccion de un complejo juego de la manipulacion. Despues de vivir en un mundo virtual, van a arriesgar todo por un amor verdadero?";"Suspense";89;"Hacker's Game Redux"
"tt10322276";0.0;0;"Kaylyn Love Wilson";"Kaylyn Love Wilson";"Four starry eyed high school seniors make a fatal decision when they choose to drink at a roaring house party. Little do they know, the implications of that night would mean the sacrifice of college dreams and tragedy for an innocent mother and her son.";"Accion";0;"Memorial Shattered Dreams"
"tt10322670";0.0;0;"Laura Lopez Torrente";"Laura Lopez Torrente";"A mafia plans to deceive a corrupt politician to get his money by making him believe that his daughter ""who is a mafia collaborator"" and his reputation are in danger.";"Accion";0;"Raw Paper"
"tt10322702";0.0;0;"Julian Schmucker";"Thomas Maier";"""Gott wurfelt nicht nur einmal"" is about Kai Roth, a seemingly normal young man from germany with the ability to reverse time. Unfortunately this ability comes at a cost. He doesn't know why he reversed time when he actually does it, because there can only be one time line at all times. So his past future doesn't exist anymore and he has to choose differently. Dominik... Leer todo";"Suspense";0;"Gott wurfelt nicht nur einmal"
"tt10322734";4.5;45;"Umit Degirmenci";"Umit Degirmenci, Yilmaz Gungor";"Umut Guneri is one who deals with trade. They have concentrated on drinking alcohol in the past with his Russian partner Sergey Krilenkov. Due to the introduction of mixed drink with drugs by Sergey Krilenkov Turkey market in Turkey, 25,000 people lost their lives. For this reason, Umut Guneri and Sergey Krilenkov's partnership was completed by Umut Guneri.";"Accion";52;"Zor Oyun: Kapanmayan Hesap"
"tt10322784";7.8;78;"Luis Fernando Del Angel";"Luis Fernando Del Angel";"The murders in the areas surrounding the Aldrich house have started, the illusionist is stronger than ever and trying to find the only missing object to carry out his plan, the darkness is coming.";"Aventura, Fantasia, Misterio";97;"El Encanto de la Oscuridad: Parte 2"
"tt10322886";0.0;0;"Derek Boyes";"Derek Boyes";"A girl wakes up in the middle of a wood next to the blood soaked body of a guy she met in a club a few hours earlier, but that is all she can remember.";"Suspense";15;"Last Night"
"tt10323102";0.0;0;"Jerry Collins";"Oktober Layne";"Santa Claws, Santa's evil counterpart terrorizes a group of friends on Christmas Eve.";"Terror";8;"Santa Claws"
"tt10323130";0.0;0;"Adam Khelah";"Adam Khelah";"In this horror comedy a teenager decides to go hang out at his new friend's house. However, it quickly becomes clear that something else has been planned for him.";"Comedia, Terror";30;"Too Dumb to Live"
"tt10323670";0.0;0;"Martin Mirzoyan";"Martin Mirzoyan";"";"Drama, Misterio";0;"Azure"
"tt10324120";0.0;0;"Dawei Miao";"Siu-Wong Fan, Chao Jiang, Deshun Wang";"";"Aventura, Fantasia";78;"Shen hai ju yao 2"
"tt10324122";5.0;50;"Anna Mastro";"Alex Litvak, Andrew Green, Austin Winsberg";"Las aventuras de Sam en un programa secreto para un grupo de miembros de la realeza, segundos en la linea de sucesion, que tienen la mision de salvar al mundo.";"Accion, Aventura, Comedia";99;"El club secreto de los no herederos al trono"
"tt10324274";0.0;0;"Mikki Koomar";"";"'LEO' is about a guy who's the son of an Indian spy in South America. He was born with a Brazilian mother and brought up in Brazil . After his father has disappeared. The Indian government finds out about this and summons him to complete the mission, where he has the mission of killing world mafia leaders from all over the world. But somehow something goes wrong, and ... Leer todo";"Accion";0;"Leo"
"tt10324304";0.0;0;"Kyle Murphy";"Roy Carruthers";"";"Suspense";0;"The 48 Laws"
"tt10326264";4.8;48;"Jhoney";"Rashmi Gautam, Ajay Ghosh, Harsha";"Raju (Jai) is a Play Boy who dreams of becoming a millionaire. He comes to know that he can earn 5 cr if he manages to prove the existence of supernatural forces. He sets all his focus on finding a ghostly creature and to his surprise, he notices some weird happenings in his sister's house and strongly believes that he found what he has been looking for.";"Terror";0;"Anthaku Minchi"
"tt10326756";0.0;0;"Luiis Hule";"Audrey Ero, Luiis Hule, Angel Ray";"Brianna turns to witchcraft to turn back time and fix her relationship, but fate has a fickle way of punishing her for messing with time.";"Fantasia";5;"Burn for You"
"tt10326776";0.0;0;"Igor Fernandez";"Igor Fernandez, Carlos Indriago";"Three forces of nature, three animal-individuals that meet in the clear area of the human jungle just for an instant. Then, everything is suspended, they recognize each other, they measure their strengths. They vibrate, not only as similar but as equals. They are driven to each other with no other chance, they throw themselves, they give themselves and mingle. However... Leer todo";"Drama, Suspense";19;"La noche del cocodrilo"
"tt10326918";3.9;39;"Adam Wilson";"Adam Wilson";"Despues de una mala primera cita, Millie se despierta para encontrarse atada a una silla y frente al hombre responsable. No se detendra ante nada para hacer que ella aprenda a amarlo, incluso si eso significa matarla.";"Suspense";84;"Arrastrate aqui, carino"
"tt10328320";4.7;47;"Brad Johnson";"Sally Meyer";"Un chico torpe se ve obligado a salir de su caparazon cuando su nemesis de la escuela regresa a la ciudad e intenta robar a su novia.";"Comedia, Romance";87;"The Christmas Project 2"
"tt10328678";7.1;71;"Joe Blandamer";"Joe Blandamer";"";"Animacion, Terror";4;"Inside the Human Lab"
"tt10328782";0.0;0;"Micah Moore";"Ben Aycrigg, Alexander Hashioka Oatfield, Tang Nguyen";"A practice session by a group of stuntmen goes viral when they pay homage to the Nintendo game ""Super Smash Bros."" Director Micah Moore captures an action-packed and often-humorous battle between Mario (Ben Aycrigg), Link (Alex Hashioka), Captain Falcon (R Matthew Scheib) and Ness (Tang Ngyuen). The stunt tribute was praised by Super Smash Bros creator Masahiro Sakura... Leer todo";"Accion";3;"Super Smash Bros Stunt Tribute"
"tt10328884";0.0;0;"Andrew Manning";"Andrew Manning";"And then it happened, a door opened to a world, rushing through the phone line like heroin through an addict's veins, an electronic pulse is sent out, a refuge from the day-to-day incompetencies is sought.";"Drama, Ciencia ficcion";15;"1986"
"tt10328928";0.0;0;"Andrew Manning";"Andrew Manning";"Father Laurence, a cleric of the healing church, travels to a remote castle in order to provide aid to an ill woman. But the effects of blood ministration on one's psyche have yet to be fully explored.";"Terror, Suspense";6;"Old Blood"
"tt10328934";0.0;0;"Rodrigo Torres";"Rodrigo Torres, Antonio Zamarripa";"Pulled into an unimaginable situation, three criminals are given a chance at redemption but at the risk of certain death. A drug dealer, a burglar, and murderer are forced to play the ultimate game of chance when a mysterious supernatural being presents to them a one in three chance at redemption or a two in three chance of being killed instantly. When faced with a qu... Leer todo";"Fantasia";0;"One Third"
"tt10328966";0.0;0;"Andrew Manning";"Andrew Manning";"For the richest members of the inner-city, everything is a commodity to be bought and sold - unless of course, those products bite back.";"Crimen, Drama";4;"Highland Shuffle"
"tt10329134";7.3;73;"Kuang-Hui Liu";"Yu-Ning Chu";"En 1987, cuando la ley marcial llega a su fin en Taiwan, Jia-han y Birdy se enamoran rodeados de presiones familiares, homofobia y estigma social.";"Drama, Romance";118;"Llevo tu nombre grabado"
"tt10329546";7.7;77;"Charles Gozali";"Thjai Edwin, Charles Gozali, Hilman Hariwijaya";"Bisma, a teenager with natural martial arts talent, has a crush on Bella, a girl at his college. But her boyfriend, Attar, always annoys Bhishma, until a mysterious man trains him to fight back.";"Accion";106;"Juara"
"tt10329566";6.0;60;"Bruno Garotti";"Bruno Garotti, Sylvio Goncalves";"El nino rico esta decidido a demostrarle su valia a Paula, su pareja. Pero cuando le dice que crecio pobre, la mentira se descontrola.";"Comedia, Romance";104;"Ricos de amor"
"tt10329802";0.0;0;"Jose Belmonte Arnal";"Jose Belmonte Arnal";"A kid enters a store looking for something special and discovers the most hidden and terrifying secret.";"Terror";17;"Frozen Blood"
"tt10330998";0.0;0;"Aydin Tanseli";"Aydin Tanseli, Taylor Tay, Roy Vincent";"Soldiers, civilians, gangsters and criminals had to get together for one reason, to stay alive of a zombie apocalypse while they are safeguarding in a ship until find a safe place to survive from possible nuclear strike.";"Suspense";90;"Discovery rose"
"tt10331476";0.0;0;"Mirzamlk";"Mirzamlk";"After Dark is an 8 min psychological thriller about darkness, when light goes out and some supernatural power comes out thirsty for blood in the late hours of night. A thriller/horror short film about darkness, when light goes out and a kid realise that he is not alone in the dark, there is someone behind him, there is someone waiting for him in the shadows, Soon he f... Leer todo";"Suspense";0;"After Dark- Part One"
"tt10331478";0.0;0;"Yilin Dai";"Yunchuan Wang";"Poisoned corpses along the streets and rampant illness throughout the city -- the Qing Dynasty is fading fast, and along with it Shengjing City has become unrecognizable. Local resident Zhang Xiaozhi's great-grandfather was a tomb builder, and now Zhang is the last of his line to still know the way to the Water Palace Tomb hidden deep beneath the city's four pagodas. ... Leer todo";"Comedia, Fantasia, Misterio";90;"Bao ta zhen he yao"
"tt10332690";4.5;45;"Terence Krey";"Christine Nyland, Terence Krey";"Un ano despues de la muerte de su esposa, un hombre recluta a su hermana para que le ayude a traerla de regreso.";"Drama, Terror";72;"An Unquiet Grave"
"tt10332756";0.0;0;"Chris Nong";"Samuel Bandeira, Olabode Olakanmi";"";"Terror";7;"Summerhouse"
"tt10332854";3.6;36;"Vladislav Khesin";"Samuel Bandeira, Gabriel Legua, Olabode Olakanmi";"Una escritora busca un lugar tranquilo donde recuperarse tras una tragedia y acabar su libro. Pero cuando la casa se convierte en un infierno, se da cuenta de que sus demonios internos son el menor de sus problemas.";"Suspense";81;"Alone"
"tt10332866";8.0;80;"Paolo Mancini";"Paolo Mancini, Daniel Watchorn";"Ridden with guilt after the untimely death of his wife from a rare blood disease, grief-stricken Getty turns his hobby shed into a bloody altar of worship and brutal sacrifice in his relentless search for Redemption. As he descends into madness, many will bleed.";"Terror";12;"Bloodshed"
"tt10333742";0.0;0;"Bo Yao";"Lin Gao";"";"Misterio";62;"The Undead Detective"
"tt10334148";5.4;54;"Edward Hall";"Nick Moorcroft, Meg Leonard, Piers Ashworth";"Un medium espiritista sostiene una sesion para un escritor que sufre de bloqueo, pero accidentalmente invoca el espiritu de su primera esposa fallecida, lo que lleva a un triangulo amoroso cada vez mas complejo con su actual esposa.";"Comedia, Fantasia, Romance";99;"Un espiritu burlon"
"tt10334428";0.0;0;"Jeremy Tichy";"Jeremy Tichy";"";"Accion, Comedia";0;"The App"
"tt10334460";0.0;0;"Jeremy Tichy";"Jeremy Tichy";"";"Accion, Comedia";0;"Hledaci Ztracene Historie: Vzkaz Mrtveho Muze"
"tt10334770";5.1;51;"Zhongxuan Ma";"Yinli Zhang, Fengping Zhou";"On their journey to the west, Tang Seng and Sun Wukong have a falling out and set out a challenge for each other. Sun Wukong agrees to give Tang Seng his magical powers in exchange for Tang Seng's appearance and learning. The challenge they set is to bypass the Seven Spider Sisters and defeat the Hundred-eyed Demon Lord within seven days. After the swap, who will have... Leer todo";"Aventura, Fantasia";99;"Da meng xi you 4"
"tt10334998";4.3;43;"Colin Bressler";"Colin Bressler, Josh Caza";"An autistic man fascinated by the paranormal struggles to balance the microcosm of his universe: a witchcraft-obsessed mother, an enigmatic best friend, a blunt truck driver auntie and an unexpected love interest he meets at the cemetery. It's a midlife coming-of-age horror story of demons both literally and figuratively haunting the lives of all the characters.";"Terror";104;"Remy's Demons"
"tt10336440";0.0;0;"Jason McGhinnis";"Anna Brown, Carla Robinson";"Not all is what is seems when a serial killer is on the loose in a small town. Even the most innocent can turn out to be cold blooded killers.";"Terror, Suspense";7;"Killer Charm"
